2025-08-15 18:57:52 | telegram_trading_bot |     INFO | logging_setup.py:91 | setup_logging() | Logging initialized - Level: INFO, File: logs/trading_bot.log
2025-08-15 18:57:52 | main |     INFO | logging_setup.py:139 | info() | 🚀 Telegram Trading Bot - Main Process Starting
2025-08-15 18:57:52 | main |     INFO | logging_setup.py:139 | info() | 📋 Loading configuration...
2025-08-15 18:57:52 | config.config |     INFO | config.py:156 | load_config() | No config file found, using default values
2025-08-15 18:57:52 | config.config |     INFO | config.py:146 | __init__() | Configuration manager initialized successfully
2025-08-15 18:57:52 | main |     INFO | logging_setup.py:139 | info() | ✅ Configuration loaded and validated
2025-08-15 18:57:52 | main |     INFO | logging_setup.py:139 | info() | 🗄️ Initializing database...
2025-08-15 18:57:52 | database.database_manager |     INFO | database_manager.py:71 | initialize_database() | Database schema initialized successfully
2025-08-15 18:57:52 | database.database_manager |     INFO | database_manager.py:32 | __init__() | Database manager initialized: data/trading_bot.db
2025-08-15 18:57:52 | main |     INFO | logging_setup.py:139 | info() | ✅ Database initialized - 0.0 MB
2025-08-15 18:57:52 | main |     INFO | logging_setup.py:139 | info() | ================================================================================
2025-08-15 18:57:52 | main |     INFO | logging_setup.py:139 | info() | 🤖 TELEGRAM TRADING BOT STARTING UP
2025-08-15 18:57:52 | main |     INFO | logging_setup.py:139 | info() | ================================================================================
2025-08-15 18:57:52 | main |     INFO | logging_setup.py:139 | info() | 📋 Configuration Summary:
2025-08-15 18:57:52 | main |     INFO | logging_setup.py:139 | info() |   TELEGRAM:
2025-08-15 18:57:52 | main |     INFO | logging_setup.py:139 | info() |     chat_id: -2253855350
2025-08-15 18:57:52 | main |     INFO | logging_setup.py:139 | info() |     authorized_users_count: 1
2025-08-15 18:57:52 | main |     INFO | logging_setup.py:139 | info() |     admin_users_count: 0
2025-08-15 18:57:52 | main |     INFO | logging_setup.py:139 | info() |     webhook_configured: False
2025-08-15 18:57:52 | main |     INFO | logging_setup.py:139 | info() |   EXCHANGE:
2025-08-15 18:57:52 | main |     INFO | logging_setup.py:139 | info() |     base_url: https://api.crypto.com/exchange/v1/
2025-08-15 18:57:52 | main |     INFO | logging_setup.py:139 | info() |     timeout: 30
2025-08-15 18:57:52 | main |     INFO | logging_setup.py:139 | info() |     rate_limit: 10
2025-08-15 18:57:52 | main |     INFO | logging_setup.py:139 | info() |   TRADING:
2025-08-15 18:57:52 | main |     INFO | logging_setup.py:139 | info() |     trade_amount: 10.0
2025-08-15 18:57:52 | main |     INFO | logging_setup.py:139 | info() |     max_positions: 5
2025-08-15 18:57:52 | main |     INFO | logging_setup.py:139 | info() |     auto_trading_enabled: False
2025-08-15 18:57:52 | main |     INFO | logging_setup.py:139 | info() |     paper_trading_enabled: True
2025-08-15 18:57:52 | main |     INFO | logging_setup.py:139 | info() |     risk_per_trade: 2.0
2025-08-15 18:57:52 | main |     INFO | logging_setup.py:139 | info() |   MONITORING:
2025-08-15 18:57:52 | main |     INFO | logging_setup.py:139 | info() |     signal_check_interval: 30
2025-08-15 18:57:52 | main |     INFO | logging_setup.py:139 | info() |     log_level: INFO
2025-08-15 18:57:52 | main |     INFO | logging_setup.py:139 | info() |     notifications_enabled: True
2025-08-15 18:57:52 | main |     INFO | logging_setup.py:139 | info() |   DATABASE:
2025-08-15 18:57:52 | main |     INFO | logging_setup.py:139 | info() |     db_path: data/trading_bot.db
2025-08-15 18:57:52 | main |     INFO | logging_setup.py:139 | info() |     backup_enabled: True
2025-08-15 18:57:52 | main |     INFO | logging_setup.py:139 | info() |     backup_interval: 3600
2025-08-15 18:57:52 | main |     INFO | logging_setup.py:139 | info() |   SECURITY:
2025-08-15 18:57:52 | main |     INFO | logging_setup.py:139 | info() |     session_timeout: 3600
2025-08-15 18:57:52 | main |     INFO | logging_setup.py:139 | info() |     rate_limiting_enabled: True
2025-08-15 18:57:52 | main |     INFO | logging_setup.py:139 | info() |     audit_log_enabled: True
2025-08-15 18:57:52 | main |     INFO | logging_setup.py:139 | info() | ================================================================================
2025-08-15 18:57:52 | main |     INFO | logging_setup.py:139 | info() | 🚀 Bot initialization complete, starting main loop...
2025-08-15 18:57:52 | main |     INFO | logging_setup.py:139 | info() | ================================================================================
2025-08-15 18:57:52 | main |     INFO | logging_setup.py:139 | info() | 🤖 Starting Telegram Trading Bot...
2025-08-15 18:57:52 | telegram_bot.bot_core |     INFO | bot_core.py:59 | __init__() | Telegram Trading Bot initialized
2025-08-15 18:57:52 | telegram_bot.bot_core |     INFO | bot_core.py:1504 | start() | 🚀 Starting Telegram Trading Bot...
